Family: 117000_Bed-Patient-Treatment_PW,117000_Bed-Patient-Treatment_PW,(A.I.I.) EXAM #11,1ED018
Family: 117000_Bed-Patient-Treatment_PW,117000_Bed-Patient-Treatment_PW,EXAM #13,1ED025
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #1 - PED. ONC. (TYP),2ON036
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,(A.I.I.) PAT. RM #10 - PICU,2PI026
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #11 - PICU - ACC,2PI028
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #12 - PICU,2PI034
Family: CHOS - ICU,FL27,PAT. RM #14 - PICU,2PI038
Family: CHOS - ICU,FL27,PAT. RM #13 - PICU,2PI036
Family: CHOS - ICU,FL27,PAT. RM #12 - PICU,2PI034
Family: CHOS - ICU,FL27,(A.I.I.) PAT. RM #10 - PICU,2PI026
Family: CHOS - ICU,FL27,PAT. RM #11 - PICU - ACC,2PI028
Family: CHOS - ICU,FL27,PAT. RM #8 - PICU - ACC,2PI018
Family: CHOS - ICU,FL27,PAT. RM #7 - PICU,2PI016
Family: CHOS - ICU,FL27,PAT. RM #6 - PICU,2PI014
Family: CHOS - ICU,FL27,PAT. RM #5 - PICU,2PI012
Family: CHOS - ICU,FL27,PAT. RM #4 - PICU,2PI008
Family: CHOS - ICU,FL27,PAT. RM #3 - PICU,2PI006
Family: CHOS - ICU,FL27,PAT. RM #2 - PICU,2PI004
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #1 - PICU (TYP),2PI002
Family: CHOS - ICU,FL27,PAT. RM #1 - PICU (TYP),2PI002
Family: CHOS - ICU,FL27,(A.I.I.) PAT. RM #9 - PICU - ACC,2PI022
Family: 10_CHOS_Med Surg,FL27,PAT. RM #1 - GEN. PED. (TYP),1PD018
Family: 117000_Bed-Patient-Treatment_PW,117000_Bed-Patient-Treatment_PW,EXAM #14,1ED027
Family: 117000_Bed-Patient-Treatment_PW,117000_Bed-Patient-Treatment_PW,EXAM #12,1ED024
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 43""",PAT. RM #11 - PICU - ACC,2PI028
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 43""",PAT. RM #12 - PICU,2PI034
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 55""",PAT. RM #2 - PICU,2PI004
Family: PW Super Generic Equipment,"MONITOR - TV, 55"" W/ WHITEBOARD",PAT. RM #5 - PED. ONC.,2ON026
Family: SE_PTS,SE_PTS,NURSE STATION,1PD001
Family: SE_PTS,SE_PTS,NURSE STATION,2ON001
Family: 117000_Bed-Patient-Treatment_PW,117000_Bed-Patient-Treatment_PW,TRAUMA #1 (TYP),1ED016
Family: 117000_Bed-Patient-Treatment_PW,117000_Bed-Patient-Treatment_PW,EXAM,2PD044
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #13 - PICU,2PI036
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #14 - PICU,2PI038
Family: PW Super Generic Equipment,WARMER - CABINET (DUAL) - 727039,STERILE CORE STOR.,1CS004
Family: PW Super Generic Equipment,WARMER - CABINET (DUAL) - 727039,STERILE CORE STOR.,1CS004
Family: PW Super Generic Equipment,PYXIS - AUXILIARY (7-DRAWER),MEDS,1ED041
Family: PW Super Generic Equipment,PYXIS - MAIN (4-DRAWER),MEDS,1ED041
Family: PW_SuperGenericEquipment-Medsurg,PYXIS - TOWER (DOUBLE),MEDS,1ED041
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 43""",PAT. RM #13 - PICU,2PI036
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 43""",PAT. RM #14 - PICU,2PI038
Family: PW Super Generic Equipment,"MONITOR - TV, 55"" W/ WHITEBOARD",PAT. RM #8 - GEN. PED.,1PD002
Family: PW Super Generic Equipment,PYXIS - MAIN (4-DRAWER),MEDS,2PD051
Family: PW_SuperGenericEquipment-Medsurg,PYXIS - TOWER (DOUBLE),MEDS,2PD051
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 43""",CONSULT,1SS001
Family: SE_PTS,SE_PTS,NURSE STATION,2PI001
Family: SE_PTS,SE_PTS,NURSE STATION,2PD001
Family: PW Super Generic Equipment,Vending machine,VEND.,1AM023
Family: PW Super Generic Equipment,Vending machine,VEND.,1AM023
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1PD026
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,2ON039
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,2PI042
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,2PD046
Family: PW Super Generic Equipment,REFRIGERATOR - W/ TOP FREEZER (NO ICE) - 720028,FORM PREP.,2GE014
Family: EQ_GenericEquipment,CHANGING TABLE,PUB. TLT  - FEMALE,1AM017
Family: SE_PTS,SE_PTS,CONTROL,1SS002
Family: 10_CT-GE,10_CT-GE,x,x
Family: PW Super Generic Equipment,CART - PATIENT,PHLEB.,1LB002
Family: PW Super Generic Equipment,PYXIS - AUXILIARY (7-DRAWER),MEDS,2PI051
Family: PW_SuperGenericEquipment-Medsurg,PYXIS - TOWER (DOUBLE),MEDS,2ON048
Family: PW Super Generic Equipment,PYXIS - AUXILIARY (7-DRAWER),MEDS,2PD051
Family: 102800_Soap-Dispenser_PW,"TA8 - 8""w x 5""h x 44"" Ht to Operation - Horiz Tank - Surface",PAT. TLT - ACC,2PD015
Family: SE_PTS,SE_PTS,NURSE STATION,1ED003
Family: PW_Curtain-S,PW Curtain_S,PACU #5,1PA014
Family: PW Super Generic Equipment,CART - CRASH PED,NURSE STATION,1ED003
Family: PW Super Generic Equipment,CART - CRASH PED,NURSE STATION,1ED039
Family: SE_PTS,SE_PTS,N.S.,1IM001
Family: PW Super Generic Equipment,CART - CRASH PED,N.S.,1IM001
Family: PW Super Generic Equipment,CART - CRASH PED,ALC.,2PI055
Family: PW Super Generic Equipment,SAFE - PYXIS CII,PHARMACY,2PH001
Family: PW Super Generic Equipment,PHARM HOOD,IV,2PH002
Family: PW Super Generic Equipment,CART - CRASH PED,NURSE STATION,2ON001
Family: PW Super Generic Equipment,CART - CRASH PED,NURSE STATION,2PD001
Family: PW Super Generic Equipment,CART - CRASH PED,NURSE STATION,1PD001
Family: PW_SuperGenericEquipment-Medsurg,REFRIGERATOR - BLOOD BANK (HELMER),LAB,1LB001
Family: PW_SuperGenericEquipment-Medsurg,REFRIGERATOR - FREEZER COMBINATION (ABS),LAB,1LB001
Family: PW_SuperGenericEquipment-Medsurg,VITROS 350 - CHEMISTRY SYSTEM,LAB,1LB001
Family: PW_SuperGenericEquipment-Medsurg,CENTRIFUGE -  HORIZONTAL (STATSPIN EXPRESS),LAB,1LB001
Family: PW_SuperGenericEquipment-Medsurg,URINALYSIS - IRICELL PLUS 1500 WORKCELL,LAB,1LB001
Family: PW Super Generic Equipment,MONITOR - PC,LAB,1LB001
Family: PW_SuperGenericEquipment-Medsurg,MICROSCOPE - AXIOSKOP 40,LAB,1LB001
Family: PW_SuperGenericEquipment-Medsurg,CENTRIFUGE - AUTOMATIC DIGITAL DESKTOP (SILENCER 2200),LAB,1LB001
Family: PW Super Generic Equipment,REFRIGERATOR - UNDERCOUNTER (ADA) - 725025,PHLEB.,1LB002
Family: PW_Curtain-S,PW Curtain_S,PHLEB.,1LB002
Family: PW Super Generic Equipment,MONITOR - PC,CHART.,2PI055
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI056
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI057
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI058
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI054
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI066
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI065
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI064
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,CHART.,2PI063
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 55""",CLASSROOM,2GE006
Family: PW_SuperGenericEquipment-ED,DISHWASTER - UNDERCOUNTER,PLAY ROOM,2AM008
Family: SE_Specimen Pass Through,SE_Specimen Pass Through_18x18,PHARMACY,2PH001
Family: PW_SuperGenericEquipment-Medsurg,PROX CABINET - CWT28 (SITTING HEIGHT),MULTIPURPOSE/ CONSULT,2PI024
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 55""",PAT. RM #4 - PICU,2PI008
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 55""",PAT. RM #5 - PICU,2PI012
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 55""",PAT. RM #6 - PICU,2PI014
Family: PW_SuperGenericEquipment-Medsurg,"MONITOR - TV, 55""",PAT. RM #7 - PICU,2PI016
Family: 102800_GrabBar-Single-Horiz_PW,"TA9C - 36"" Long Grab Bar",STF. TLT / SHW,2GE009
Family: 102800_GrabBar-Single-Horiz_PW,"TA9D - 42"" Long Grab Bar",STF. TLT / SHW,2GE009
Family: 102800_ToiletSeatCover-Dispenser_PW,"TA28 - 16""w x 11""h x 36"" Ht to Operation - Surface Mounted",STF. TLT / SHW,2GE009
Family: 102800_ToiletPaper-Dispenser_PW,"TA7 - 6""w x 11""h x 18"" Ht to Operation - Surface",STF. TLT / SHW,2GE009
Family: 102800_GrabBar-Single-Vert_PW,"TA9F - 18"" Long Vert Grab Bar - 40"" Ht to Mounting",STF. TLT / SHW,2GE009
Family: 102800_SanitaryNapkin-Disposal_PW,"TA5 - 13""w x 18""h x 24"" Ht to Operation - Recessed",STF. TLT / SHW,2GE009
Family: 102800_ShowerSeat-Folding_PW,"18"" Ht to Operation",STF. TLT / SHW,2GE009
Family: 102800_GrabBar-TwoWall-Horiz_PW,"TA10 - Two Wall Grab Bar - 30"" Back x 18"" Side",STF. TLT / SHW,2GE009
Family: 102800_GrabBar-Single-Vert_PW,"TA9F - 18"" Long Vert Grab Bar - 40"" Ht to Mounting",STF. TLT / SHW,2GE009
Family: 102800_Soap-Dish_PW,"TA19A - 6""w x 6""h x 48"" Ht to Operation - Surface",STF. TLT / SHW,2GE009
Family: 102800_ShowerHead-Handheld_PW,"72"" Ht to Operation",STF. TLT / SHW,2GE009
Family: 102800_ShowerCurtainRod-Straight_PW,"TA18 - Shower Curtain Rod - 72"" Mounting Height",STF. TLT / SHW,2GE009
Family: PW Super Generic Equipment,REFRIGERATOR - DOUBLE DOOR- PHARMACY W REMOTE MNGR,PHARMACY,2PH001
Family: PW_SuperGenericEquipment-Medsurg,REFRIGERATOR - W/ TOP FREEZER (NO ICE) - 800051,NOUR.,1ED037
Family: PW_SuperGenericEquipment-Medsurg,REFRIGERATOR - SIDE BY SIDE - 730232,STAFF LOUNGE,2GE012
Family: PW_SuperGenericEquipment-Medsurg,BIN - TRASH (18 GALLON),STAFF LOUNGE,2GE012
Family: EQ_Table_Overbed_General_5934,EQ_Table_Overbed_General_5934,PAT. RM #1 - GEN. PED. (TYP),1PD018
Family: PW_SuperGenericEquipment-Medsurg,REFRIGERATOR - SIDE BY SIDE - 723630,STAFF LOUNGE,1SS003
Family: PW_SuperGenericEquipment-Medsurg,REFRIGERATOR - SIDE BY SIDE - 730232,STAFF LOUNGE,1PD021
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1PD026
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1PD026
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1PD026
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1PD026
Family: PW_SuperGenericEquipment-ED,POU SCANNER,CLEAN SUPPLY,1PD026
Family: PW Super Generic Equipment,MONITOR - PC,DICT.,1PD029
Family: PW Super Generic Equipment,MONITOR - PC (ON ARM),DICT.,1PD029
Family: PW Super Generic Equipment,PHONE - COUNTER,DICT.,1PD029
Family: PW_SuperGenericEquipment-ED,MONITOR - CENTRAL STATION,NURSE STATION,1PD001
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1PD001
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1PD001
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1PD001
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1PD001
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1PD001
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1PD001
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1PD001
Family: PW_SuperGenericEquipment-Medsurg,PRINTER - ZEBRA,NURSE STATION,1PD001
Family: PW_SuperGenericEquipment-Medsurg,ACCU CHECK,NURSE STATION,1PD001
Family: PW Super Generic Equipment,REFRIGERATOR - W/ TOP FREEZER (NO ICE) - 720028,NOUR.,1PD022
Family: PW_SuperGenericEquipment-Medsurg,MICROWAVE - ADA,NOUR.,1PD022
Family: PW Super Generic Equipment,COFFEE MAKER - 727553,NOUR.,1PD022
Family: PW Super Generic Equipment,ICEMAKER - COUNTERTOP W/ BASE STAND- 714443,NOUR.,1PD022
Family: 102800_BroomMop-Holder_PW,"TA15 - 34""w x 8""d x 60"" Mounting Height",EVS,1PD023
Family: PW_SuperGenericEquipment-Medsurg,MICROWAVE - ADA,STAFF LOUNGE,1PD021
Family: PW Super Generic Equipment,COFFEE MAKER - 727553,STAFF LOUNGE,1PD021
Family: PW_SuperGenericEquipment-ED,"MARKERBOARD - 48""x36""",STAFF LOUNGE,1PD021
Family: PW_SuperGenericEquipment-Medsurg,"TACKBOARD - 36""X48""",STAFF LOUNGE,1PD021
Family: PW Super Generic Equipment,MONITOR - PC,ADMIN.,1AM014
Family: PW Super Generic Equipment,PHONE - COUNTER,ADMIN.,1AM014
Family: PW Super Generic Equipment,MONITOR - PC,ADMIN.,1AM014
Family: PW Super Generic Equipment,MONITOR - PC,OFFICE,1AM013
Family: PW Super Generic Equipment,PHONE - COUNTER,OFFICE,1AM013
Family: PW Super Generic Equipment,MONITOR - PC,OFFICE,1AM013
Family: PW Super Generic Equipment,PRINTER - 3 IN 1,OFFICE,1AM013
Family: PW Super Generic Equipment,MONITOR - PC,OFFICE,1PD036
Family: PW Super Generic Equipment,PHONE - COUNTER,OFFICE,1PD036
Family: PW Super Generic Equipment,MONITOR - PC,OFFICE,1PD036
Family: PW Super Generic Equipment,PRINTER - 3 IN 1,OFFICE,1PD036
Family: PW_SuperGenericEquipment-Medsurg,CLOCK - WALL,OFFICE,1AM015
Family: 102800_BroomMop-Holder_PW,"TA15 - 34""w x 8""d x 60"" Mounting Height",EVS,1GE015
Family: PW Super Generic Equipment,COFFEE MAKER - 727553,STAFF LOUNGE,1SS003
Family: PW_SuperGenericEquipment-Medsurg,MICROWAVE - ADA,STAFF LOUNGE,1SS003
Family: PW_SuperGenericEquipment-Medsurg,"TACKBOARD - 36""X48""",STAFF LOUNGE,1SS003
Family: PW_SuperGenericEquipment-ED,"MARKERBOARD - 36"" X 48""",STAFF LOUNGE,1SS003
Family: 102800_Soap-Dispenser_PW,"TA8 - 8""w x 5""h x 44"" Ht to Operation - Horiz Tank - Surface",x,x
Family: PW Super Generic Equipment,"MONITOR - TV, 55"" W/ WHITEBOARD",PAT. RM #5 - GEN. PED.,1PD008
Family: PW_SuperGenericEquipment-Medsurg,CLOCK - WALL,PAT. RM #5 - GEN. PED.,1PD008
Family: PW Super Generic Equipment,MONITOR -  PACS,NURSE STATION,1ED003
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED003
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED003
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED003
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED003
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED003
Family: PW_SuperGenericEquipment-Medsurg,PROX CABINET - CWT28SVL,EXAM #1 (TYP),1ED004
Family: PW_SuperGenericEquipment-ED,WHITEBOARD - (18hx24W),EXAM #1 (TYP),1ED004
Family: PW Super Generic Equipment,MONITOR - PC,MGR OFFICE,1ED034
Family: PW Super Generic Equipment,PHONE - COUNTER,MGR OFFICE,1ED034
Family: PW Super Generic Equipment,MONITOR - PC,MGR OFFICE,1ED034
Family: PW Super Generic Equipment,PRINTER - 3 IN 1,MGR OFFICE,1ED034
Family: PW_SuperGenericEquipment-Medsurg,CLOCK - WALL,MGR OFFICE,1ED034
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED003
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED003
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED003
Family: PW_SuperGenericEquipment-Medsurg,PRINTER - ZEBRA,NURSE STATION,1ED003
Family: PW_SuperGenericEquipment-Medsurg,ACCU CHECK,NURSE STATION,1ED003
Family: PW_SuperGenericEquipment-Medsurg,ACCU CHECK,NURSE STATION,1ED003
Family: PW_SuperGenericEquipment-Medsurg,ACCU CHECK,NURSE STATION,1ED003
Family: PW_SuperGenericEquipment-Medsurg,"CART - SOILED LINEN (48""X24""X70"")",SOILED WORK,1ED035
Family: PW_SuperGenericEquipment-Medsurg,BIN - RECYCLE,SOILED WORK,1ED035
Family: PW_SuperGenericEquipment-Medsurg,BIN - TRASH (96 GALLON),SOILED WORK,1ED035
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1ED036
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1ED036
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1ED036
Family: PW Super Generic Equipment,"POU BIN 36""",CLEAN SUPPLY,1ED036
Family: PW Super Generic Equipment,"CART - CLEAN LINEN (24""x60"")",CLEAN SUPPLY,1ED036
Family: PW_SuperGenericEquipment-ED,POU SCANNER,CLEAN SUPPLY,1ED036
Family: PW_SuperGenericEquipment-Medsurg,WARMER - CABINET (DUAL) - 727038,CLEAN SUPPLY,1ED036
Family: PW_SuperGenericEquipment-Medsurg,"CART - CLEAN LINEN (24""x48"")",CLEAN SUPPLY,1PD026
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED039
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED039
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED039
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED039
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED039
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED039
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED039
Family: PW Super Generic Equipment,MONITOR - PC,NURSE STATION,1ED039
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED039
Family: PW_SuperGenericEquipment-ED,MONITOR - CENTRAL STATION,NURSE STATION,1ED039
Family: PW Super Generic Equipment,PHONE - COUNTER,NURSE STATION,1ED039
Family: PW_SuperGenericEquipment-Medsurg,MICROWAVE - ADA,NOUR.,1ED037
Family: PW Super Generic Equipment,COFFEE MAKER - 727553,NOUR.,1ED037
Family: PW Super Generic Equipment,ICEMAKER - COUNTERTOP W/ BASE STAND- 714443,NOUR.,1ED037
Family: PW Super Generic Equipment,REFRIGERATOR - UNDERCOUNTER (ADA) - 725025,MEDS,1ED041
Family: PW_SuperGenericEquipment-Medsurg,MONITOR - PC,NURSE STATION,1ED039
Family: PW Super Generic Equipment,CART - CRASH PED,TRAUMA #1 (TYP),1ED016
Family: PW_SuperGenericEquipment-Medsurg,MAYO STAND,TRAUMA #1 (TYP),1ED016
Family: PW_SuperGenericEquipment-Medsurg,CART - SUTURE,TRAUMA #1 (TYP),1ED016
Family: PW Super Generic Equipment,DIAGNOSTIC SET - 710389,TRAUMA #1 (TYP),1ED016
Family: PW Super Generic Equipment,DIAGNOSTIC SET - 710389,TRAUMA #2,1ED017
Family: PW Super Generic Equipment,MONITOR - PHYSIOLOGICAL (B450 WALL MOUNT),TRAUMA #2,1ED017
Family: 102800_ShowerHead-Handheld_PW,"72"" Ht to Operation",DECON.,1ED021
Family: 102800_PaperTowel-Dispenser_PW,"TA3 - 11""w x 15""h x 48"" Ht to Operation - Surface",DECON.,1ED021
Family: 102800_Soap-Dispenser_PW,"TA8 - 8""w x 5""h x 44"" Ht to Operation - Horiz Tank - Surface",DECON.,1ED021
Family: PW_SuperGenericEquipment-Medsurg,BACKBOARD,DECON.,1ED021
Family: PW Super Generic Equipment,"SHELVES - WIRE (18""X48""X60"")",EQ. STOR.,1ED012
Family: PW Super Generic Equipment,"SHELVES - WIRE (18""X48""X60"")",EQ. STOR.,1ED012
Family: PW Super Generic Equipment,"SHELVES - WIRE (18""X48""X60"")",EQ. STOR.,1ED012
Family: PW Super Generic Equipment,"SHELVES - WIRE (18""X48""X60"")",EQ. STOR.,1ED012
Family: PW Super Generic Equipment,COFFEE MAKER - 727553,EMS LOUNGE,1ED026
